State,District,Amount,Count
2019,gujarat,49320615219.26732,28981842
2019,sikkim,738894243.4359412,388244
2019,nagaland,520066682.1585048,188753
2019,mizoram,248016708.13501447,75671
2019,chhattisgarh,17002355688.82225,9389945
2019,jammu & kashmir,6100142201.563448,2296355
2019,goa,1591867103.3876143,768441
2019,arunachal pradesh,752655874.3550282,258656
2019,delhi,81706816063.62862,57171512
2019,uttarakhand,8588532850.9184885,4813275
2019,puducherry,1932028317.878899,1012655
2019,tamil nadu,103190865512.53719,56596411
2019,uttar pradesh,145538926507.3059,86905005
2019,madhya pradesh,104687926790.86589,68131989
2019,andhra pradesh,200948315488.80518,107218103
2019,tripura,1215400160.2581887,801824
2019,lakshadweep,11269913.40492385,3765
2019,manipur,1200897682.088641,449344
2019,maharashtra,272994428799.5649,201260620
2019,dadra & nagar haveli & daman & diu,1226641262.0110402,768971
2019,meghalaya,742436471.7902198,365981
2019,andaman & nicobar islands,136838530.5173779,35159
2019,haryana,69359719869.10008,37825985
2019,rajasthan,159452410049.68317,85074242
2019,ladakh,324689360.02811134,84706
2019,punjab,29989802246.19331,13698625
2019,assam,15281983895.512564,6760510
2019,jharkhand,28147748376.677704,18248618
2019,odisha,79769373632.04843,64995633
2019,bihar,93313426577.80905,43530314
2019,kerala,21151326637.805134,12498637
2019,karnataka,295047143447.23846,237796252
2019,chandigarh,4152513817.939354,1850915
2019,telangana,280746765547.7425,163572258
2019,himachal pradesh,7271163537.248161,3516646
2019,west bengal,88203610254.64601,96805838
2019,gujarat,76690662054.91542,42547632
2019,sikkim,1176509601.6562185,767070
2019,nagaland,834537138.3487777,317170
2019,mizoram,368689350.6344881,125239
2019,chhattisgarh,27143788737.21397,16305758
2019,jammu & kashmir,1929695997.8225975,489928
2019,goa,2923460348.4994645,1515272
2019,arunachal pradesh,1190573179.5272837,459475
2019,delhi,129024467424.89062,80744997
2019,uttarakhand,12573706305.150612,7362116
2021,puducherry,8729974431.01447,5121726
2021,tamil nadu,365207323053.92737,204357404
2021,uttar pradesh,557080841279.8989,306543384
2021,madhya pradesh,504412603851.499,311443334
2021,andhra pradesh,984218035564.122,432032550
2021,tripura,4364133768.181473,2081200
2021,lakshadweep,38803163.698768154,13370
2021,manipur,10406861028.904892,3941396
2021,maharashtra,1159257305167.4517,792874060
2021,dadra & nagar haveli & daman & diu,4305939102.791508,3129470
2021,meghalaya,2769000451.527979,1097731
2021,andaman & nicobar islands,1310024395.8016036,449764
2021,haryana,240827092259.20697,140459693
2021,rajasthan,710511328542.4896,400284753
2021,ladakh,2213984743.93459,590987
2021,punjab,85992560840.61221,42533489
2021,assam,75700499273.30748,33504441
2021,jharkhand,121891015118.8533,70795702
2021,odisha,303780718933.0267,177362674
2021,bihar,397062760956.3983,187671113
2021,kerala,101686161773.12894,63028266
2021,karnataka,1133234739157.5984,753296539
2021,chandigarh,11815883004.693302,6649378
2021,telangana,1178289126292.262,622886768
2021,himachal pradesh,21310262071.128155,12064167
2021,west bengal,362457066256.5059,181712988
2021,gujarat,272624626113.58765,149248407
2021,sikkim,2989336863.8083954,1160594
2021,nagaland,3987416848.005447,1356792
2021,mizoram,1473748650.2119522,478529
2021,chhattisgarh,104606108262.77591,64237938
2021,jammu & kashmir,31598443648.03224,13151041
2021,goa,10478425592.936367,6467763
2021,arunachal pradesh,5678124175.298816,1906967
2021,delhi,383858316548.281,238760608
2021,uttarakhand,50527496783.56469,31042284
2021,puducherry,5899309571.743641,3309432
2021,tamil nadu,248668143873.65317,136556674
2021,uttar pradesh,396287587577.5575,204499547
2021,madhya pradesh,343533954382.3015,201998498
2021,andhra pradesh,672444670176.5881,289747970
2021,tripura,3335341569.793424,1511423
2021,lakshadweep,27042782.914081153,9085
2021,manipur,7070287514.479244,2303535
2021,maharashtra,769887352153.2483,517860240
2021,dadra & nagar haveli & daman & diu,2965632911.1935043,1925244
2021,meghalaya,2055515277.9898345,747646
2021,andaman & nicobar islands,783706567.3897561,244752
2021,haryana,168938301082.4288,90252784
2021,rajasthan,491492581657.63354,252730919
2021,ladakh,983419813.2468786,275415
2021,punjab,58690887091.106735,26770835
2021,assam,51326464546.12217,19512060
2021,jharkhand,83749353123.13824,44621663
2021,odisha,213397736188.33783,111460358
2021,bihar,280973649701.2259,114932477
2021,kerala,69260970161.89497,42316342
2021,karnataka,754995357412.3948,523797492
2021,chandigarh,7596420859.545994,3970237
2021,telangana,799359264046.5657,412572110
2021,himachal pradesh,14120546909.487547,7614029
2021,west bengal,242937207475.5198,118254052
2021,gujarat,183700780713.44968,94774565
2021,sikkim,2217667726.8407273,800189
2021,nagaland,3107450484.613187,975897
2021,mizoram,1101105586.9459367,329575
2021,chhattisgarh,69409843261.55008,39436437
2021,jammu & kashmir,17138349893.151793,6997570
2021,goa,9757242879.021431,5331549
2021,arunachal pradesh,3813779079.0166435,1177456
2021,delhi,266928345043.49225,157359004
2021,uttarakhand,36288189399.89833,20608402
2021,puducherry,6498834696.543897,3751387
2021,tamil nadu,263487341026.54623,146158442
2021,uttar pradesh,482172489166.39343,241949131
2021,madhya pradesh,425500768035.631,223314680
2021,andhra pradesh,850737499108.2986,352767134
2021,tripura,3468154361.036266,1744429
2021,lakshadweep,27383463.657951534,11384
2021,manipur,7889827962.396657,3086275
2021,maharashtra,915115055623.7152,573616486
2021,dadra & nagar haveli & daman & diu,3157668461.418905,2125083
2021,meghalaya,2193617254.8905916,909594
2021,andaman & nicobar islands,899147016.1122956,341414
2021,haryana,200357354238.6818,105680856
2021,rajasthan,561702765169.2324,287477039
2021,ladakh,1427259095.4703174,399716
2021,punjab,69531058562.6159,32171248
2021,assam,59192473376.66449,25432905
2021,jharkhand,104432643311.45735,54002145
2021,odisha,245864117477.27853,131824337
2021,bihar,374580255186.58875,155603622
2021,kerala,74226806436.15614,47191033
2021,karnataka,837887151230.051,530649046
2021,chandigarh,8417673939.9361,4417547
2021,telangana,1027958332797.5902,495867544
2021,himachal pradesh,16495634539.809265,9483902
2021,west bengal,279434811058.5615,141897437
2021,gujarat,210162054552.1156,111841396
2021,sikkim,2424899579.6753,976714
2021,nagaland,3156293963.781851,1130791
2021,mizoram,1122874473.3020918,394340
2021,chhattisgarh,78728771259.22594,44689420
2021,jammu & kashmir,22813755428.591625,10027819
2021,goa,8012853587.075999,4710135
2021,arunachal pradesh,4456425616.994377,1568338
2021,delhi,281941097684.5416,170157264
2021,uttarakhand,40990817874.83847,24000432
2021,puducherry,10423651801.230518,6368810
2021,tamil nadu,443723952594.79407,259155976
2021,uttar pradesh,773890970072.1896,406157932
2021,madhya pradesh,656887492404.479,404308084
2021,andhra pradesh,1156264447083.9226,522254003
2021,tripura,5496929464.299448,2520693
2021,lakshadweep,50998185.528381005,15470
2021,manipur,12658472038.211857,4687439
2021,maharashtra,1475358473128.29,1010731502
2021,dadra & nagar haveli & daman & diu,5565839386.3306675,4157085
2021,meghalaya,3848765400.1861496,1440193
2021,andaman & nicobar islands,1932610101.3236554,636123
2021,haryana,309240599300.4638,169686975
2021,rajasthan,903934418544.2667,487621597
2021,ladakh,2153535138.7802677,630187
2021,punjab,110710126241.99957,52359360
2021,assam,104184967893.21591,46020361
2021,jharkhand,166017119003.7058,96009042
2021,odisha,385251049689.91846,233925366
2021,bihar,519371614068.7477,245126945
2021,kerala,123342136943.36395,81823741
2021,karnataka,1375471324349.8777,931725438
2021,chandigarh,14373583510.61845,7898903
2021,telangana,1463758189500.9146,775989773
2021,himachal pradesh,26136220500.625923,14666864
2021,west bengal,462218037262.097,225029560
2021,gujarat,342382580053.62726,182987325
2021,sikkim,4196783261.6358047,1584345
2021,nagaland,4939083784.136465,1631483
2021,mizoram,1770665741.5230405,553329
2021,chhattisgarh,136399110518.81381,84717494
2021,jammu & kashmir,38926237425.771454,16790628
2021,goa,18627257115.86965,11088759
2021,arunachal pradesh,6943510352.611343,2390598
2021,delhi,488695314062.3906,292683359
2021,uttarakhand,66148108159.422195,40361280
2024,puducherry,19535004396.0,16008711
2024,tamil nadu,1050779594821.0,778536701
2024,uttar pradesh,2717475205234.0,2285955833
2024,madhya pradesh,1761082466531.0,1537738457
2024,andhra pradesh,3226645607489.0,2091371362
2024,tripura,19948846189.0,14400581
2024,lakshadweep,192408087.0,157478
2024,manipur,11671516831.0,5700096
2024,maharashtra,3687268662139.0,3287403995
2024,dadra & nagar haveli & daman & diu,21564631566.0,25446270
2024,meghalaya,16292956696.0,12110124
2024,andaman & nicobar islands,7663845009.0,5279250
2024,haryana,923206681798.0,794940220
2024,rajasthan,2472257715905.0,1935405035
2024,ladakh,12652871712.0,6913885
2024,punjab,256116156529.0,187554720
2024,assam,333558308550.0,295345591
2024,jharkhand,609909540592.0,522575883
2024,odisha,1177233944634.0,1023940349
2024,bihar,1780280473339.0,1352876223
2024,kerala,258302031309.0,214695458
2024,karnataka,3907202566484.0,3261134095
2024,chandigarh,19259257876.0,17708385
2024,telangana,3551316976598.0,2610137835
2024,himachal pradesh,56615941598.0,49737549
2024,west bengal,1607643782237.0,1084916445
2024,gujarat,963551388101.0,757441250
2024,sikkim,10569829072.0,7713781
2024,nagaland,12281315168.0,6981635
2024,mizoram,3923888231.0,2360206
2024,chhattisgarh,497360133758.0,443640102
2024,jammu & kashmir,144470345977.0,119555288
2024,goa,45913528012.0,36762111
2024,arunachal pradesh,31601956705.0,24447142
2024,delhi,958203383588.0,844844523
2024,uttarakhand,173414867549.0,159278815
2024,puducherry,17386481977.0,13446950
2024,tamil nadu,913861111062.0,640327197
2024,uttar pradesh,2477543106639.0,1785296948
2024,madhya pradesh,1625420229864.0,1286156614
2024,andhra pradesh,3012725669749.0,1755428485
2024,tripura,17752189374.0,11042639
2024,lakshadweep,130052381.0,81176
2024,manipur,9242973323.0,3845564
2024,maharashtra,3372898894856.0,2835770481
2024,dadra & nagar haveli & daman & diu,19519196325.0,21115009
2024,meghalaya,15629304658.0,8531262
2024,andaman & nicobar islands,6859151835.0,4184920
2024,haryana,806788219232.0,604293500
2024,rajasthan,2350500173790.0,1599474007
2024,ladakh,6085390661.0,2987101
2024,punjab,223303420322.0,142537179
2024,assam,321183906030.0,221525056
2024,jharkhand,559720237073.0,426759095
2024,odisha,1156388722536.0,864178452
2024,bihar,1637736864896.0,1078734783
2024,kerala,227077974738.0,181463966
2024,karnataka,3485248654506.0,2796439155
2024,chandigarh,15842176181.0,13155173
2024,telangana,3203769301073.0,2179385307
2024,himachal pradesh,47884231339.0,39520561
2024,west bengal,1422025506833.0,836408587
2024,gujarat,871619464924.0,606576671
2024,sikkim,9455721523.0,5820146
2024,nagaland,10044915308.0,4258924
2024,mizoram,3630096730.0,1627016
2024,chhattisgarh,463009809901.0,366176684
2024,jammu & kashmir,93960928941.0,75116355
2024,goa,45351900260.0,35013987
2024,arunachal pradesh,26047044476.0,16406414
2024,delhi,832514031113.0,650734058
2024,uttarakhand,150276835263.0,123234577
2024,puducherry,18242009736.0,14564895
2024,tamil nadu,985151149866.0,705083686
2024,uttar pradesh,2704223360067.0,2135538658
2024,madhya pradesh,1779679946627.0,1435472057
2024,andhra pradesh,3181922420088.0,1930122300
2024,tripura,18137431068.0,12787547
2024,lakshadweep,146212841.0,109085
2024,manipur,10898000793.0,5063324
2024,maharashtra,3573189333587.0,3063494802
2024,dadra & nagar haveli & daman & diu,20328992711.0,23393115
2024,meghalaya,16794614094.0,11089661
2024,andaman & nicobar islands,7295780330.0,4653224
2024,haryana,905444595600.0,738553925
2024,rajasthan,2497094537924.0,1818855106
2024,ladakh,10125723348.0,5327359
2024,punjab,244435036984.0,171946137
2024,assam,345308670210.0,271327087
2024,jharkhand,620115922491.0,499685871
2024,odisha,1164839284001.0,944027735
2024,bihar,1886846564676.0,1313888385
2024,kerala,242003822595.0,194872467
