Year,Quarter,Category,Name,RegisteredUsers
2022,4,states,rajasthan,27255927
2022,4,states,telangana,25656381
2022,4,states,west bengal,25536381
2022,4,states,tamil nadu,25136112
2022,4,states,madhya pradesh,22913924
2022,4,states,gujarat,22412353
2022,4,districts,bengaluru urban,14654455
2022,4,districts,pune,9622338
2022,4,districts,thane,6042267
2022,4,districts,jaipur,5975863
2022,4,districts,mumbai suburban,5831539
2022,4,districts,hyderabad,4962214
2022,4,districts,ahmadabad,4530853
2022,4,districts,rangareddy,4296707
2022,4,districts,north twenty four parganas,3755017
2022,4,districts,surat,3747780
2022,4,pincodes,201301,814008
2022,4,pincodes,110059,685596
2022,4,pincodes,560068,630255
2022,4,pincodes,421302,608005
2022,4,pincodes,500072,547282
2022,4,pincodes,122001,542209
2022,4,pincodes,110092,534009
2022,4,pincodes,110086,477514
2022,4,pincodes,121004,468607
2022,4,pincodes,201009,451153
